group,poster_path,original_size,cls_elem,box_elem,rot_elem,dataset
kind-animals,19uu-1.png,"(601, 793)",T-G,"[54, 694, 540, 726]",0,pstylish7_kind-animals
kind-animals,19uu-1.png,"(601, 793)",T-G,"[438, 748, 571, 769]",0,pstylish7_kind-animals
kind-animals,19uu-1.png,"(601, 793)",T-G,"[27, 746, 253, 766]",0,pstylish7_kind-animals
kind-animals,19uu-1.png,"(601, 793)",T-S,"[306, 81, 262, 67]",0,pstylish7_kind-animals
kind-animals,19uu-2.png,"(615, 803)",T-G,"[364, 241, 554, 295]",0,pstylish7_kind-animals
kind-animals,19uu-2.png,"(615, 803)",T-G,"[102, 746, 512, 771]",0,pstylish7_kind-animals
kind-animals,19uu-2.png,"(615, 803)",T-G,"[51, 777, 561, 801]",0,pstylish7_kind-animals
kind-animals,19uu-2.png,"(615, 803)",T-G,"[56, 0, 554, 56]",0,pstylish7_kind-animals
kind-animals,19uu-3.png,"(609, 799)",T-G,"[46, 690, 567, 706]",0,pstylish7_kind-animals
kind-animals,19uu-3.png,"(609, 799)",T-G,"[87, 725, 319, 745]",0,pstylish7_kind-animals
kind-animals,19uu-3.png,"(609, 799)",T-G,"[386, 727, 525, 746]",0,pstylish7_kind-animals
kind-animals,19uu-3.png,"(609, 799)",T-S,"[301, 127, 259, 99]",0,pstylish7_kind-animals
kind-animals,19uu-4.png,"(595, 794)",T-G,"[50, 701, 558, 729]",0,pstylish7_kind-animals
kind-animals,19uu-4.png,"(595, 794)",T-G,"[92, 732, 514, 760]",0,pstylish7_kind-animals
kind-animals,19uu-4.png,"(595, 794)",T-S,"[305, 101, 262, 102]",0,pstylish7_kind-animals
kind-animals,19uu-5.png,"(603, 789)",T-G,"[19, 668, 582, 693]",0,pstylish7_kind-animals
kind-animals,19uu-5.png,"(603, 789)",T-G,"[103, 700, 501, 724]",0,pstylish7_kind-animals
kind-animals,19uu-5.png,"(603, 789)",T-G,"[209, 730, 394, 755]",0,pstylish7_kind-animals
kind-animals,19uu-5.png,"(603, 789)",T-G,"[12, 2, 589, 62]",0,pstylish7_kind-animals
kind-animals,19uu-6.png,"(607, 793)",T-G,"[46, 709, 559, 729]",0,pstylish7_kind-animals
kind-animals,19uu-6.png,"(607, 793)",T-G,"[94, 742, 322, 761]",0,pstylish7_kind-animals
kind-animals,19uu-6.png,"(607, 793)",T-G,"[380, 745, 516, 764]",0,pstylish7_kind-animals
kind-animals,19uu-6.png,"(607, 793)",T-S,"[298, 116, 241, 54]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-G,"[391, 165, 548, 185]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-G,"[367, 193, 573, 214]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-G,"[84, 674, 517, 700]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-G,"[122, 703, 482, 729]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-G,"[82, 733, 346, 755]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-G,"[387, 737, 516, 755]",0,pstylish7_kind-animals
kind-animals,19uu-7.png,"(607, 793)",T-S,"[304, 92, 267, 67]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[13, 573, 87, 600]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[41, 608, 129, 639]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[462, 575, 560, 607]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[494, 610, 585, 640]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[153, 680, 449, 712]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[212, 715, 393, 739]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[150, 744, 454, 771]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[18, 780, 579, 790]",0,pstylish7_kind-animals
kind-animals,19uu-8.png,"(609, 799)",T-G,"[14, 21, 586, 120]",0,pstylish7_kind-animals
