group,poster_path,original_size,cls_elem,box_elem,rot_elem,dataset
travel-vintage,vintage-1705059_1920.png,"(1187, 1920)",L,"[50, 1646, 150, 1760]",0,pstylish7_travel-vintage
travel-vintage,vintage-1705059_1920.png,"(1187, 1920)",L,"[1035, 1651, 1136, 1765]",0,pstylish7_travel-vintage
travel-vintage,vintage-1705059_1920.png,"(1187, 1920)",T-G,"[131, 1623, 1056, 1808]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706212_1920.png,"(1333, 1920)",L,"[88, 1694, 188, 1833]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706212_1920.png,"(1333, 1920)",L,"[1154, 1692, 1254, 1831]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706212_1920.png,"(1333, 1920)",T-G,"[233, 1689, 1101, 1854]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706216_1920.png,"(1333, 1920)",L,"[123, 1631, 206, 1742]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706216_1920.png,"(1333, 1920)",L,"[1121, 1633, 1204, 1745]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706216_1920.png,"(1333, 1920)",T-G,"[281, 1595, 1028, 1790]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706219_1920.png,"(1216, 1920)",L,"[39, 1350, 167, 1504]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706219_1920.png,"(1216, 1920)",L,"[1055, 911, 1155, 1033]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706219_1920.png,"(1216, 1920)",T-G,"[91, 1646, 1111, 1742]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706219_1920.png,"(1216, 1920)",T-G,"[91, 1757, 1114, 1818]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[255, 91, 1279, 260]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[835, 339, 1253, 390]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[937, 395, 1152, 461]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[840, 461, 1294, 521]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[240, 1674, 1266, 1724]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[255, 1742, 605, 1818]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[630, 1747, 1025, 1821]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706222_1920.png,"(1523, 1920)",T-G,"[1041, 1750, 1263, 1821]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[73, 48, 1342, 124]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[830, 151, 1289, 415]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[319, 1595, 1089, 1692]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",L,"[623, 1707, 782, 1861]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[129, 1697, 610, 1757]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[830, 1702, 1274, 1765]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[833, 1778, 1301, 1864]",0,pstylish7_travel-vintage
travel-vintage,vintage-1706242_1920.png,"(1417, 1920)",T-G,"[91, 1775, 572, 1856]",0,pstylish7_travel-vintage
travel-vintage,woman-5539028_1920.png,"(1154, 1920)",T-G,"[17, 20, 1139, 283]",0,pstylish7_travel-vintage
