group,poster_path,original_size,cls_elem,box_elem,rot_elem,dataset
movie-poster,DAGUX9iDIC0.png,"(1587, 2245)",T-G,"[870, 142, 1036, 231]",0,pstylish7_movie-poster
movie-poster,DAGUX9iDIC0.png,"(1587, 2245)",T-G,"[1152, 142, 1400, 231]",0,pstylish7_movie-poster
movie-poster,DAGUX9iDIC0.png,"(1587, 2245)",T-G,"[559, 799, 1033, 835]",0,pstylish7_movie-poster
movie-poster,DAGUX9iDIC0.png,"(1587, 2245)",T-G,"[168, 1753, 1400, 1910]",0,pstylish7_movie-poster
movie-poster,DAGUX9iDIC0.png,"(1587, 2245)",T-G,"[450, 2022, 1125, 2111]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[405, 91, 1181, 151]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",E,"[621, 376, 965, 441]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[124, 219, 485, 325]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[1143, 219, 1424, 325]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[1181, 977, 1436, 1066]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[1220, 1110, 1397, 1187]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[1202, 1238, 1418, 1323]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[562, 456, 1030, 556]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[186, 574, 373, 687]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[1211, 574, 1397, 654]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[373, 1593, 1193, 2011]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[539, 2085, 1045, 2147]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",T-G,"[604, 2025, 980, 2061]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",U,"[136, 571, 423, 690]",0,pstylish7_movie-poster
movie-poster,DAGUX_FxCh0.png,"(1587, 2245)",U,"[1158, 553, 1445, 672]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[459, 348, 957, 385]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[572, 416, 839, 472]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[527, 501, 886, 733]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[532, 770, 881, 825]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[166, 1448, 258, 1525]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[464, 1448, 620, 1525]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[810, 1445, 936, 1522]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[1126, 1445, 1282, 1522]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw1.png,"(1414, 2000)",T-G,"[277, 1841, 1182, 1920]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[163, 60, 261, 137]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[467, 58, 612, 134]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[815, 58, 934, 134]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[1126, 60, 1269, 137]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[569, 221, 839, 292]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[525, 316, 883, 551]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[461, 601, 960, 643]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[525, 1693, 881, 1751]",0,pstylish7_movie-poster
movie-poster,DAGUX_WcTrw2.png,"(1414, 2000)",T-G,"[253, 1802, 1158, 1889]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[231, 156, 1353, 204]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",U,"[322, 266, 568, 506]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",U,"[672, 263, 918, 503]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",U,"[1021, 266, 1267, 506]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[382, 334, 515, 432]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[728, 334, 861, 432]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[1060, 337, 1235, 435]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[139, 861, 1460, 1205]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[222, 1708, 476, 1821]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[678, 1705, 927, 1818]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[1146, 1705, 1341, 1818]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",E,"[1045, 1703, 1063, 1859]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",E,"[574, 1705, 592, 1862]",0,pstylish7_movie-poster
movie-poster,DAGUXxyTPTE.png,"(1587, 2245)",T-G,"[302, 1987, 1255, 2043]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[145, 165, 328, 245]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[530, 165, 749, 245]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[932, 165, 1143, 245]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[1312, 162, 1466, 242]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[254, 1785, 420, 1842]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[734, 1785, 850, 1839]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[1178, 1782, 1320, 1839]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[171, 1380, 1427, 1705]",0,pstylish7_movie-poster
movie-poster,DAGUXyIo1MI.png,"(1587, 2245)",T-G,"[162, 1987, 1427, 2088]",0,pstylish7_movie-poster
movie-poster,DAGUYCJUw7M.png,"(1587, 2245)",T-G,"[669, 154, 915, 186]",0,pstylish7_movie-poster
movie-poster,DAGUYCJUw7M.png,"(1587, 2245)",T-G,"[328, 1682, 1243, 1818]",0,pstylish7_movie-poster
movie-poster,DAGUYCJUw7M.png,"(1587, 2245)",T-G,"[441, 1859, 1143, 1895]",0,pstylish7_movie-poster
movie-poster,DAGUYCJUw7M.png,"(1587, 2245)",T-G,"[322, 2055, 1261, 2085]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[208, 126, 311, 208]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[477, 124, 635, 205]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[804, 126, 907, 208]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[1108, 121, 1203, 203]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[477, 240, 934, 277]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[535, 823, 881, 881]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[139, 902, 1282, 1102]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[572, 1131, 841, 1166]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[182, 1686, 1229, 1783]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ81.png,"(1414, 2000)",T-G,"[577, 1828, 883, 1854]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[208, 126, 311, 208]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[474, 126, 630, 208]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[802, 124, 905, 205]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[1108, 126, 1203, 208]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[480, 261, 931, 303]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[952, 973, 1277, 1015]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[145, 860, 200, 1129]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[221, 540, 390, 1445]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[182, 1688, 1229, 1781]",0,pstylish7_movie-poster
movie-poster,DAGUYDbAaQ82.png,"(1414, 2000)",T-G,"[575, 1823, 878, 1854]",0,pstylish7_movie-poster
movie-poster,DAGUYEE8FsY.png,"(3456, 4608)",T-R,"[345, 1362, 2508, 2430]",347,pstylish7_movie-poster
movie-poster,DAGUYEE8FsY.png,"(3456, 4608)",T-R,"[850, 614, 2697, 722]",347,pstylish7_movie-poster
movie-poster,DAGUYEE8FsY.png,"(3456, 4608)",T-R,"[2490, 2444, 3097, 2700]",346,pstylish7_movie-poster
movie-poster,DAGUYEE8FsY.png,"(3456, 4608)",T-R,"[472, 4159, 947, 4389]",346,pstylish7_movie-poster
movie-poster,DAGUYEE8FsY.png,"(3456, 4608)",T-R,"[1372, 3965, 2014, 4195]",346,pstylish7_movie-poster
movie-poster,DAGUYEE8FsY.png,"(3456, 4608)",T-R,"[2326, 3752, 2933, 3982]",346,pstylish7_movie-poster
movie-poster,DAGUYGVZt7Q.png,"(1587, 2245)",T-G,"[550, 159, 1033, 213]",0,pstylish7_movie-poster
movie-poster,DAGUYGVZt7Q.png,"(1587, 2245)",T-G,"[263, 260, 1332, 796]",0,pstylish7_movie-poster
movie-poster,DAGUYGVZt7Q.png,"(1587, 2245)",T-G,"[159, 1664, 1424, 1741]",0,pstylish7_movie-poster
movie-poster,DAGUYGVZt7Q.png,"(1587, 2245)",T-G,"[154, 1785, 1427, 1984]",0,pstylish7_movie-poster
movie-poster,DAGUYGVZt7Q.png,"(1587, 2245)",T-G,"[423, 2028, 1158, 2085]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[137, 163, 461, 205]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[593, 163, 836, 205]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[965, 163, 1279, 205]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[124, 250, 1287, 1142]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[131, 1174, 414, 1213]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[941, 1176, 1271, 1216]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[174, 1643, 416, 1720]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[577, 1646, 833, 1722]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[997, 1643, 1248, 1720]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",T-G,"[282, 1825, 1126, 1899]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",U,"[110, 1627, 472, 1741]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",U,"[527, 1627, 883, 1741]",0,pstylish7_movie-poster
movie-poster,DAGUYGVhQHU.png,"(1414, 2000)",U,"[944, 1625, 1300, 1741]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[405, 159, 1184, 210]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[488, 376, 1092, 450]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[216, 482, 1371, 598]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[284, 1519, 482, 1590]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[684, 1522, 900, 1587]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[1107, 1519, 1294, 1593]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",E,"[965, 1516, 1045, 1590]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",E,"[547, 1516, 627, 1590]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",U,"[216, 1471, 1374, 1634]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[239, 1756, 1347, 1868]",0,pstylish7_movie-poster
movie-poster,DAGUYGtHldU.png,"(1587, 2245)",T-G,"[382, 1990, 1202, 2040]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[556, 248, 939, 327]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[408, 656, 1000, 738]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[224, 831, 1287, 1121]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[496, 1174, 897, 1255]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[287, 1678, 395, 1746]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[633, 1678, 810, 1746]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[1042, 1675, 1171, 1744]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ1.png,"(1414, 2000)",T-G,"[160, 1804, 1250, 1926]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[514, 97, 894, 182]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[258, 1672, 366, 1741]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[609, 1675, 783, 1744]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[1010, 1678, 1147, 1746]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[408, 633, 1000, 715]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[200, 733, 1203, 997]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[480, 1255, 928, 1313]",0,pstylish7_movie-poster
movie-poster,DAGUYHwd4CQ2.png,"(1414, 2000)",T-G,"[158, 1802, 1250, 1926]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[201, 154, 1380, 216]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[382, 340, 512, 426]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[731, 340, 861, 426]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[1060, 340, 1229, 426]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[263, 864, 1315, 1300]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",U,"[322, 263, 568, 503]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",U,"[672, 263, 918, 503]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",U,"[1021, 263, 1267, 503]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[195, 1703, 509, 1815]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[684, 1705, 918, 1821]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[1155, 1703, 1323, 1815]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",T-G,"[269, 1990, 1285, 2046]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",E,"[568, 1705, 598, 1857]",0,pstylish7_movie-poster
movie-poster,DAGUYLuEJdk.png,"(1587, 2245)",E,"[1039, 1700, 1069, 1851]",0,pstylish7_movie-poster
movie-poster,DAGUYMN.png,"(1587, 2245)",T-G,"[435, 290, 1155, 396]",0,pstylish7_movie-poster
movie-poster,DAGUYMN.png,"(1587, 2245)",T-G,"[601, 1006, 986, 1092]",0,pstylish7_movie-poster
movie-poster,DAGUYMN.png,"(1587, 2245)",T-G,"[248, 1155, 1335, 1282]",0,pstylish7_movie-poster
movie-poster,DAGUYMN.png,"(1587, 2245)",T-G,"[331, 1771, 1252, 1809]",0,pstylish7_movie-poster
movie-poster,DAGUYMN.png,"(1587, 2245)",T-G,"[636, 1928, 947, 2040]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[68, 176, 791, 749]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[47, 73, 1361, 124]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[846, 205, 1358, 290]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[667, 1200, 1356, 1765]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[65, 1540, 445, 1588]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[65, 1609, 306, 1651]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[68, 1675, 366, 1715]",0,pstylish7_movie-poster
movie-poster,DAGUYPrw5NQ.png,"(1414, 2000)",T-G,"[121, 1846, 1295, 1907]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",T-G,"[493, 134, 920, 176]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",T-G,"[693, 126, 701, 129]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",T-G,"[543, 329, 870, 448]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",T-G,"[203, 477, 1203, 609]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",T-G,"[245, 649, 1163, 744]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",T-G,"[498, 1738, 910, 1775]",0,pstylish7_movie-poster
movie-poster,DAGUYPu1lfc.png,"(1414, 2000)",E,"[609, 1812, 802, 1865]",0,pstylish7_movie-poster
movie-poster,DAGUe-OzcO0.png,"(1414, 2000)",T-R,"[396, 916, 620, 1017]",340,pstylish7_movie-poster
