group,poster_path,original_size,cls_elem,box_elem,rot_elem,dataset
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[898, 234, 960, 1161]",0,pstylish7_chinese-poem
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[830, 232, 887, 729]",0,pstylish7_chinese-poem
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[758, 234, 817, 957]",0,pstylish7_chinese-poem
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[679, 232, 740, 1174]",0,pstylish7_chinese-poem
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[593, 232, 661, 734]",0,pstylish7_chinese-poem
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[510, 232, 576, 966]",0,pstylish7_chinese-poem
chinese-poem,jdylc-17.png,"(1080, 1920)",T-V,"[988, 536, 1023, 1141]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",L,"[43, 1720, 300, 1878]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",T-V,"[955, 302, 1030, 1220]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",T-V,"[878, 414, 944, 1201]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",T-V,"[815, 449, 865, 1172]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",T-V,"[753, 547, 804, 1168]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",T-V,"[707, 565, 751, 1152]",0,pstylish7_chinese-poem
chinese-poem,jdylc-18.png,"(1080, 1920)",T-V,"[52, 810, 113, 1223]",0,pstylish7_chinese-poem
chinese-poem,jdylc-2.png,"(1080, 1920)",L,"[52, 1703, 306, 1865]",0,pstylish7_chinese-poem
chinese-poem,jdylc-2.png,"(1080, 1920)",T-V,"[214, 289, 289, 1104]",0,pstylish7_chinese-poem
chinese-poem,jdylc-2.png,"(1080, 1920)",T-V,"[133, 287, 208, 1258]",0,pstylish7_chinese-poem
chinese-poem,jdylc-2.png,"(1080, 1920)",T-V,"[70, 624, 113, 1247]",0,pstylish7_chinese-poem
chinese-poem,jdylc-20.png,"(1500, 2653)",L,"[78, 2365, 436, 2616]",0,pstylish7_chinese-poem
chinese-poem,jdylc-20.png,"(1500, 2653)",T-V,"[308, 290, 396, 1271]",0,pstylish7_chinese-poem
chinese-poem,jdylc-20.png,"(1500, 2653)",T-V,"[208, 290, 296, 1275]",0,pstylish7_chinese-poem
chinese-poem,jdylc-20.png,"(1500, 2653)",T-V,"[118, 723, 172, 1259]",0,pstylish7_chinese-poem
chinese-poem,jdylc-24.png,"(1080, 1920)",L,"[50, 1713, 289, 1882]",0,pstylish7_chinese-poem
chinese-poem,jdylc-24.png,"(1080, 1920)",T-V,"[372, 258, 440, 710]",0,pstylish7_chinese-poem
chinese-poem,jdylc-24.png,"(1080, 1920)",T-V,"[298, 260, 366, 609]",0,pstylish7_chinese-poem
chinese-poem,jdylc-24.png,"(1080, 1920)",T-V,"[223, 258, 287, 743]",0,pstylish7_chinese-poem
chinese-poem,jdylc-24.png,"(1080, 1920)",T-V,"[140, 256, 212, 611]",0,pstylish7_chinese-poem
chinese-poem,jdylc-24.png,"(1080, 1920)",T-V,"[81, 322, 122, 747]",0,pstylish7_chinese-poem
chinese-poem,jdylc-25.png,"(1080, 1920)",L,"[50, 1711, 298, 1882]",0,pstylish7_chinese-poem
chinese-poem,jdylc-25.png,"(1080, 1920)",T-V,"[216, 210, 287, 1073]",0,pstylish7_chinese-poem
chinese-poem,jdylc-25.png,"(1080, 1920)",T-V,"[127, 208, 201, 1076]",0,pstylish7_chinese-poem
chinese-poem,jdylc-25.png,"(1080, 1920)",T-V,"[54, 738, 103, 1063]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",L,"[48, 1716, 295, 1876]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[955, 267, 1019, 778]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[867, 271, 935, 780]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[780, 271, 843, 784]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[688, 269, 762, 602]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[602, 265, 668, 773]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[521, 508, 563, 778]",0,pstylish7_chinese-poem
chinese-poem,jdylc-26.png,"(1080, 1920)",T-V,"[471, 607, 504, 778]",0,pstylish7_chinese-poem
chinese-poem,jdylc-28.png,"(1500, 2653)",L,"[78, 2362, 436, 2604]",0,pstylish7_chinese-poem
chinese-poem,jdylc-28.png,"(1500, 2653)",T-V,"[1165, 1247, 1268, 2347]",0,pstylish7_chinese-poem
chinese-poem,jdylc-28.png,"(1500, 2653)",T-V,"[1050, 1244, 1159, 2350]",0,pstylish7_chinese-poem
chinese-poem,jdylc-28.png,"(1500, 2653)",T-V,"[966, 1829, 1035, 2350]",0,pstylish7_chinese-poem
chinese-poem,jdylc-28.png,"(1500, 2653)",T-V,"[893, 2083, 953, 2350]",0,pstylish7_chinese-poem
chinese-poem,jdylc-3.png,"(1500, 2653)",L,"[69, 2362, 417, 2604]",0,pstylish7_chinese-poem
chinese-poem,jdylc-3.png,"(1500, 2653)",T-V,"[814, 245, 929, 1126]",0,pstylish7_chinese-poem
chinese-poem,jdylc-3.png,"(1500, 2653)",T-V,"[678, 248, 805, 1117]",0,pstylish7_chinese-poem
chinese-poem,jdylc-3.png,"(1500, 2653)",T-V,"[593, 763, 660, 1111]",0,pstylish7_chinese-poem
chinese-poem,jdylc-3.png,"(1500, 2653)",T-V,"[514, 766, 581, 1111]",0,pstylish7_chinese-poem
chinese-poem,jdylc-31.png,"(1080, 1920)",L,"[46, 1713, 304, 1880]",0,pstylish7_chinese-poem
chinese-poem,jdylc-31.png,"(1080, 1920)",T-V,"[337, 210, 425, 747]",0,pstylish7_chinese-poem
chinese-poem,jdylc-31.png,"(1080, 1920)",T-V,"[247, 210, 330, 749]",0,pstylish7_chinese-poem
chinese-poem,jdylc-31.png,"(1080, 1920)",T-V,"[164, 208, 236, 751]",0,pstylish7_chinese-poem
chinese-poem,jdylc-31.png,"(1080, 1920)",T-V,"[78, 210, 151, 753]",0,pstylish7_chinese-poem
chinese-poem,jdylc-31.png,"(1080, 1920)",T-V,"[76, 778, 116, 1347]",0,pstylish7_chinese-poem
chinese-poem,jdylc-32.png,"(1080, 1920)",L,"[52, 1713, 298, 1878]",0,pstylish7_chinese-poem
chinese-poem,jdylc-32.png,"(1080, 1920)",T-V,"[311, 234, 381, 907]",0,pstylish7_chinese-poem
chinese-poem,jdylc-32.png,"(1080, 1920)",T-V,"[232, 234, 300, 907]",0,pstylish7_chinese-poem
chinese-poem,jdylc-32.png,"(1080, 1920)",T-V,"[146, 234, 219, 909]",0,pstylish7_chinese-poem
chinese-poem,jdylc-32.png,"(1080, 1920)",T-V,"[72, 473, 122, 907]",0,pstylish7_chinese-poem
chinese-poem,jdylc-33.png,"(1080, 1920)",L,"[52, 1700, 302, 1858]",0,pstylish7_chinese-poem
chinese-poem,jdylc-33.png,"(1080, 1920)",T-V,"[655, 743, 729, 1244]",0,pstylish7_chinese-poem
chinese-poem,jdylc-33.png,"(1080, 1920)",T-V,"[558, 740, 642, 1242]",0,pstylish7_chinese-poem
chinese-poem,jdylc-33.png,"(1080, 1920)",T-V,"[466, 740, 547, 1242]",0,pstylish7_chinese-poem
chinese-poem,jdylc-33.png,"(1080, 1920)",T-V,"[368, 740, 451, 1249]",0,pstylish7_chinese-poem
chinese-poem,jdylc-33.png,"(1080, 1920)",T-V,"[304, 856, 348, 1240]",0,pstylish7_chinese-poem
chinese-poem,jdylc-34.png,"(1500, 2653)",L,"[75, 2374, 442, 2604]",0,pstylish7_chinese-poem
chinese-poem,jdylc-34.png,"(1500, 2653)",T-V,"[554, 632, 651, 1262]",0,pstylish7_chinese-poem
chinese-poem,jdylc-34.png,"(1500, 2653)",T-V,"[436, 629, 542, 1265]",0,pstylish7_chinese-poem
chinese-poem,jdylc-34.png,"(1500, 2653)",T-V,"[333, 629, 423, 1162]",0,pstylish7_chinese-poem
chinese-poem,jdylc-34.png,"(1500, 2653)",T-V,"[208, 626, 314, 1750]",0,pstylish7_chinese-poem
chinese-poem,jdylc-34.png,"(1500, 2653)",T-V,"[121, 838, 190, 1741]",0,pstylish7_chinese-poem
chinese-poem,jdylc-35.png,"(2000, 3556)",L,"[93, 3141, 564, 3450]",0,pstylish7_chinese-poem
chinese-poem,jdylc-35.png,"(2000, 3556)",T-V,"[1773, 340, 1916, 2565]",0,pstylish7_chinese-poem
chinese-poem,jdylc-35.png,"(2000, 3556)",T-V,"[1611, 349, 1753, 2021]",0,pstylish7_chinese-poem
chinese-poem,jdylc-35.png,"(2000, 3556)",T-V,"[1465, 361, 1558, 1717]",0,pstylish7_chinese-poem
chinese-poem,jdylc-36.png,"(1080, 1920)",L,"[50, 1700, 309, 1858]",0,pstylish7_chinese-poem
chinese-poem,jdylc-36.png,"(1080, 1920)",T-V,"[900, 225, 970, 1203]",0,pstylish7_chinese-poem
chinese-poem,jdylc-36.png,"(1080, 1920)",T-V,"[828, 223, 896, 1205]",0,pstylish7_chinese-poem
chinese-poem,jdylc-36.png,"(1080, 1920)",T-V,"[762, 734, 806, 1198]",0,pstylish7_chinese-poem
chinese-poem,jdylc-37.png,"(2000, 3537)",L,"[104, 3169, 585, 3472]",0,pstylish7_chinese-poem
chinese-poem,jdylc-37.png,"(2000, 3537)",T-V,"[512, 375, 646, 1578]",0,pstylish7_chinese-poem
chinese-poem,jdylc-37.png,"(2000, 3537)",T-V,"[383, 375, 508, 1437]",0,pstylish7_chinese-poem
chinese-poem,jdylc-37.png,"(2000, 3537)",T-V,"[254, 371, 383, 2293]",0,pstylish7_chinese-poem
chinese-poem,jdylc-37.png,"(2000, 3537)",T-V,"[149, 1465, 238, 2293]",0,pstylish7_chinese-poem
chinese-poem,jdylc-39.png,"(2000, 3556)",L,"[97, 3150, 556, 3446]",0,pstylish7_chinese-poem
chinese-poem,jdylc-39.png,"(2000, 3556)",T-V,"[1713, 466, 1859, 1518]",0,pstylish7_chinese-poem
chinese-poem,jdylc-39.png,"(2000, 3556)",T-V,"[1530, 474, 1688, 1514]",0,pstylish7_chinese-poem
chinese-poem,jdylc-39.png,"(2000, 3556)",T-V,"[1343, 470, 1501, 1522]",0,pstylish7_chinese-poem
chinese-poem,jdylc-39.png,"(2000, 3556)",T-V,"[1160, 470, 1319, 1522]",0,pstylish7_chinese-poem
chinese-poem,jdylc-39.png,"(2000, 3556)",T-V,"[1027, 726, 1112, 1497]",0,pstylish7_chinese-poem
chinese-poem,jdylc-40.png,"(2000, 3556)",L,"[101, 3137, 556, 3438]",0,pstylish7_chinese-poem
chinese-poem,jdylc-40.png,"(2000, 3556)",T-V,"[1757, 929, 1891, 3284]",0,pstylish7_chinese-poem
chinese-poem,jdylc-40.png,"(2000, 3556)",T-V,"[1603, 925, 1733, 2914]",0,pstylish7_chinese-poem
chinese-poem,jdylc-40.png,"(2000, 3556)",T-V,"[1485, 2419, 1579, 3296]",0,pstylish7_chinese-poem
chinese-poem,jdylc-41.png,"(1080, 1920)",L,"[52, 1713, 298, 1880]",0,pstylish7_chinese-poem
chinese-poem,jdylc-41.png,"(1080, 1920)",T-V,"[149, 280, 221, 970]",0,pstylish7_chinese-poem
chinese-poem,jdylc-41.png,"(1080, 1920)",T-V,"[72, 280, 142, 970]",0,pstylish7_chinese-poem
chinese-poem,jdylc-41.png,"(1080, 1920)",T-V,"[74, 1019, 118, 1431]",0,pstylish7_chinese-poem
chinese-poem,jdylc-42.png,"(1080, 1920)",L,"[50, 1696, 304, 1860]",0,pstylish7_chinese-poem
chinese-poem,jdylc-42.png,"(1080, 1920)",T-V,"[359, 398, 425, 938]",0,pstylish7_chinese-poem
chinese-poem,jdylc-42.png,"(1080, 1920)",T-V,"[278, 396, 346, 938]",0,pstylish7_chinese-poem
chinese-poem,jdylc-42.png,"(1080, 1920)",T-V,"[197, 396, 267, 1133]",0,pstylish7_chinese-poem
chinese-poem,jdylc-42.png,"(1080, 1920)",T-V,"[116, 396, 181, 1133]",0,pstylish7_chinese-poem
chinese-poem,jdylc-42.png,"(1080, 1920)",T-V,"[52, 670, 92, 1130]",0,pstylish7_chinese-poem
chinese-poem,jdylc-43.png,"(1080, 1920)",T-V,"[54, 1687, 302, 1860]",0,pstylish7_chinese-poem
chinese-poem,jdylc-43.png,"(1080, 1920)",T-V,"[672, 186, 732, 955]",0,pstylish7_chinese-poem
chinese-poem,jdylc-43.png,"(1080, 1920)",T-V,"[596, 188, 666, 957]",0,pstylish7_chinese-poem
chinese-poem,jdylc-43.png,"(1080, 1920)",T-V,"[517, 186, 585, 960]",0,pstylish7_chinese-poem
chinese-poem,jdylc-43.png,"(1080, 1920)",T-V,"[436, 186, 506, 962]",0,pstylish7_chinese-poem
chinese-poem,jdylc-43.png,"(1080, 1920)",T-V,"[363, 563, 420, 955]",0,pstylish7_chinese-poem
chinese-poem,jdylc-44.png,"(1500, 2653)",L,"[78, 2362, 442, 2607]",0,pstylish7_chinese-poem
chinese-poem,jdylc-44.png,"(1500, 2653)",T-V,"[1196, 302, 1326, 1220]",0,pstylish7_chinese-poem
chinese-poem,jdylc-44.png,"(1500, 2653)",T-V,"[1035, 305, 1187, 1223]",0,pstylish7_chinese-poem
chinese-poem,jdylc-44.png,"(1500, 2653)",T-V,"[953, 775, 1017, 1211]",0,pstylish7_chinese-poem
chinese-poem,jdylc-44.png,"(1500, 2653)",T-V,"[887, 1011, 944, 1205]",0,pstylish7_chinese-poem
chinese-poem,jdylc-45.png,"(1080, 1920)",L,"[54, 1696, 306, 1863]",0,pstylish7_chinese-poem
chinese-poem,jdylc-45.png,"(1080, 1920)",T-V,"[206, 311, 273, 1223]",0,pstylish7_chinese-poem
chinese-poem,jdylc-45.png,"(1080, 1920)",T-V,"[131, 315, 201, 1225]",0,pstylish7_chinese-poem
chinese-poem,jdylc-45.png,"(1080, 1920)",T-V,"[74, 648, 116, 1214]",0,pstylish7_chinese-poem
chinese-poem,jdylc-46.png,"(2500, 4422)",L,"[136, 3952, 726, 4341]",0,pstylish7_chinese-poem
chinese-poem,jdylc-46.png,"(2500, 4422)",T-V,"[2165, 2771, 2322, 3992]",0,pstylish7_chinese-poem
chinese-poem,jdylc-46.png,"(2500, 4422)",T-V,"[1968, 2771, 2140, 3992]",0,pstylish7_chinese-poem
chinese-poem,jdylc-46.png,"(2500, 4422)",T-V,"[1761, 2781, 1938, 3992]",0,pstylish7_chinese-poem
chinese-poem,jdylc-46.png,"(2500, 4422)",T-V,"[1569, 2776, 1741, 3997]",0,pstylish7_chinese-poem
chinese-poem,jdylc-46.png,"(2500, 4422)",T-V,"[1398, 3023, 1509, 3977]",0,pstylish7_chinese-poem
chinese-poem,jdylc-48.png,"(3000, 5333)",L,"[225, 4608, 931, 5083]",0,pstylish7_chinese-poem
chinese-poem,jdylc-48.png,"(3000, 5333)",T-V,"[1156, 633, 1394, 2392]",0,pstylish7_chinese-poem
chinese-poem,jdylc-48.png,"(3000, 5333)",T-V,"[919, 651, 1138, 2392]",0,pstylish7_chinese-poem
chinese-poem,jdylc-48.png,"(3000, 5333)",T-V,"[687, 639, 919, 2392]",0,pstylish7_chinese-poem
chinese-poem,jdylc-48.png,"(3000, 5333)",T-V,"[450, 639, 681, 2392]",0,pstylish7_chinese-poem
chinese-poem,jdylc-48.png,"(3000, 5333)",T-V,"[243, 566, 377, 2374]",0,pstylish7_chinese-poem
chinese-poem,jdylc-50.png,"(2000, 3556)",L,"[129, 3109, 600, 3434]",0,pstylish7_chinese-poem
chinese-poem,jdylc-50.png,"(2000, 3556)",T-V,"[787, 470, 937, 1579]",0,pstylish7_chinese-poem
chinese-poem,jdylc-50.png,"(2000, 3556)",T-V,"[629, 466, 783, 1579]",0,pstylish7_chinese-poem
chinese-poem,jdylc-50.png,"(2000, 3556)",T-V,"[466, 462, 625, 1583]",0,pstylish7_chinese-poem
chinese-poem,jdylc-50.png,"(2000, 3556)",T-V,"[304, 462, 466, 1579]",0,pstylish7_chinese-poem
chinese-poem,jdylc-50.png,"(2000, 3556)",T-V,"[170, 422, 255, 1542]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",L,"[50, 1718, 302, 1882]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",T-V,"[927, 1030, 1006, 1571]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",T-V,"[830, 1025, 909, 1567]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",T-V,"[734, 1025, 810, 1569]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",T-V,"[629, 1023, 716, 1564]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",T-V,"[561, 1025, 607, 1553]",0,pstylish7_chinese-poem
chinese-poem,jdylc-51.png,"(1080, 1920)",T-V,"[477, 1369, 530, 1547]",0,pstylish7_chinese-poem
chinese-poem,jdylc-53.png,"(2000, 3556)",L,"[117, 3085, 621, 3417]",0,pstylish7_chinese-poem
chinese-poem,jdylc-53.png,"(2000, 3556)",T-V,"[409, 527, 535, 2415]",0,pstylish7_chinese-poem
chinese-poem,jdylc-53.png,"(2000, 3556)",T-V,"[231, 535, 377, 2991]",0,pstylish7_chinese-poem
chinese-poem,jdylc-53.png,"(2000, 3556)",T-V,"[109, 531, 190, 2005]",0,pstylish7_chinese-poem
chinese-poem,jdylc-54.png,"(1080, 1920)",L,"[50, 1711, 295, 1882]",0,pstylish7_chinese-poem
chinese-poem,jdylc-54.png,"(1080, 1920)",T-V,"[190, 878, 252, 1619]",0,pstylish7_chinese-poem
chinese-poem,jdylc-54.png,"(1080, 1920)",T-V,"[111, 881, 181, 1619]",0,pstylish7_chinese-poem
chinese-poem,jdylc-54.png,"(1080, 1920)",T-V,"[52, 1098, 89, 1610]",0,pstylish7_chinese-poem
chinese-poem,jdylc-55.png,"(1080, 1920)",L,"[54, 1698, 302, 1860]",0,pstylish7_chinese-poem
chinese-poem,jdylc-55.png,"(1080, 1920)",T-V,"[214, 234, 284, 1041]",0,pstylish7_chinese-poem
chinese-poem,jdylc-55.png,"(1080, 1920)",T-V,"[135, 232, 210, 1038]",0,pstylish7_chinese-poem
chinese-poem,jdylc-55.png,"(1080, 1920)",T-V,"[56, 392, 105, 1030]",0,pstylish7_chinese-poem
chinese-poem,jdylc-57.png,"(1080, 1920)",L,"[54, 1698, 304, 1865]",0,pstylish7_chinese-poem
chinese-poem,jdylc-57.png,"(1080, 1920)",T-V,"[398, 1102, 471, 1600]",0,pstylish7_chinese-poem
chinese-poem,jdylc-57.png,"(1080, 1920)",T-V,"[311, 1104, 383, 1600]",0,pstylish7_chinese-poem
chinese-poem,jdylc-57.png,"(1080, 1920)",T-V,"[219, 1102, 298, 1602]",0,pstylish7_chinese-poem
chinese-poem,jdylc-57.png,"(1080, 1920)",T-V,"[131, 1098, 212, 1602]",0,pstylish7_chinese-poem
chinese-poem,jdylc-57.png,"(1080, 1920)",T-V,"[65, 1207, 109, 1586]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",L,"[146, 3897, 711, 4275]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",T-V,"[2160, 403, 2347, 2236]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",T-V,"[1943, 403, 2150, 2241]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",T-V,"[1726, 398, 1923, 2241]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",T-V,"[1509, 393, 1701, 2241]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",T-V,"[1307, 398, 1443, 1322]",0,pstylish7_chinese-poem
chinese-poem,jdylc-6.png,"(2500, 4422)",T-V,"[1307, 1428, 1448, 2145]",0,pstylish7_chinese-poem
chinese-poem,jdylc-7.png,"(1080, 1920)",L,"[52, 1692, 309, 1865]",0,pstylish7_chinese-poem
chinese-poem,jdylc-7.png,"(1080, 1920)",T-V,"[403, 120, 486, 736]",0,pstylish7_chinese-poem
chinese-poem,jdylc-7.png,"(1080, 1920)",T-V,"[320, 122, 394, 736]",0,pstylish7_chinese-poem
chinese-poem,jdylc-7.png,"(1080, 1920)",T-V,"[230, 120, 309, 707]",0,pstylish7_chinese-poem
chinese-poem,jdylc-7.png,"(1080, 1920)",T-V,"[135, 120, 221, 707]",0,pstylish7_chinese-poem
chinese-poem,jdylc-7.png,"(1080, 1920)",T-V,"[56, 113, 100, 988]",0,pstylish7_chinese-poem
chinese-poem,jdylc-8.png,"(1080, 1920)",L,"[54, 1698, 306, 1865]",0,pstylish7_chinese-poem
chinese-poem,jdylc-8.png,"(1080, 1920)",T-V,"[379, 203, 460, 804]",0,pstylish7_chinese-poem
chinese-poem,jdylc-8.png,"(1080, 1920)",T-V,"[298, 201, 374, 740]",0,pstylish7_chinese-poem
chinese-poem,jdylc-8.png,"(1080, 1920)",T-V,"[214, 201, 289, 813]",0,pstylish7_chinese-poem
chinese-poem,jdylc-8.png,"(1080, 1920)",T-V,"[118, 197, 201, 992]",0,pstylish7_chinese-poem
chinese-poem,jdylc-8.png,"(1080, 1920)",T-V,"[63, 460, 111, 990]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",L,"[54, 1696, 311, 1858]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",T-V,"[659, 326, 729, 778]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",T-V,"[578, 326, 644, 778]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",T-V,"[490, 326, 561, 780]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",T-V,"[401, 322, 469, 780]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",T-V,"[333, 359, 368, 771]",0,pstylish7_chinese-poem
chinese-poem,jdylc-9.png,"(1080, 1920)",T-V,"[291, 642, 328, 771]",0,pstylish7_chinese-poem
